,month,5771,5000,5260,5500,5471,5960,5700,5230,5200,5762,5683,5550,5970,5610,5320,5792,5270,5240,5250,5210,5800,5900,5492,5350,5220,5953,5932,5750,5400,5474,5464,5300,5881,5882,5560,5631,5600,5871,5466,5330,5540,5620,5580,5874,5883,5290,5592,5491,5380,5390,5462,5853,5485,5672,5370,5856,5690,5591,5772,5943,5863,5854,5642,5935,5985,5463,5884,5892,5450,5601,5602
0,2019-07,1,43,20,16,2,2,21,10,2,3,5,4,2,4,3,6,8,6,28,14,8,5,3,2,10,4,5,4,6,1,5,7,5,2,2,2,16,2,3,3,3,6,4,1,2,2,3,1,1,1,1,3,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2019-08,1,35,17,17,1,9,31,23,4,2,3,1,3,6,2,6,9,3,20,19,11,7,5,0,9,2,3,5,11,0,1,6,3,0,2,0,10,2,1,3,4,2,8,2,2,1,0,0,0,2,1,0,0,4,0,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
2,2019-09,1,33,9,23,3,9,22,13,3,3,2,2,5,7,4,5,16,3,12,9,8,6,4,1,11,3,11,8,11,1,2,8,2,1,3,4,9,4,0,4,2,3,1,2,0,2,2,2,1,3,1,1,1,3,1,1,2,0,0,1,3,0,3,1,1,0,0,0,0,0,0
3,2019-10,5,25,13,18,3,1,32,13,5,2,2,6,3,4,3,8,15,2,14,17,19,6,0,0,7,6,7,7,10,1,3,9,2,0,4,3,16,3,4,7,3,6,1,0,0,0,5,0,0,4,4,5,0,4,0,2,5,4,3,1,1,2,2,1,1,0,0,0,0,0,0
4,2019-11,1,33,18,21,8,6,24,18,4,2,3,1,2,7,3,9,12,8,17,7,13,6,3,0,10,6,3,5,6,2,0,5,0,0,4,3,10,2,2,2,5,3,2,1,0,1,1,2,1,1,1,1,0,4,1,1,8,4,2,0,2,2,0,2,1,2,1,0,0,0,0
5,2019-12,1,35,10,15,5,2,21,9,4,4,3,4,0,5,4,6,12,6,9,12,14,3,3,0,5,4,5,2,8,0,2,6,0,0,3,1,9,0,1,2,3,2,3,0,0,1,2,0,1,4,0,2,1,4,1,1,2,2,0,0,0,1,0,2,1,1,0,0,0,0,0
6,2020-01,1,32,13,18,3,3,30,10,2,2,6,6,2,1,1,10,12,5,19,18,12,6,1,0,8,5,1,11,4,2,1,7,2,0,2,1,10,2,0,2,1,1,3,0,1,0,5,0,0,1,2,4,0,3,0,2,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0
7,2020-02,0,31,14,12,4,4,27,12,1,3,3,1,4,5,2,5,15,4,21,6,11,2,0,0,3,3,1,10,5,2,2,5,1,0,2,1,12,4,5,0,5,1,1,4,1,0,2,0,1,0,0,3,0,3,0,0,8,0,0,0,0,2,1,0,1,0,0,1,0,0,0
8,2020-03,2,35,14,19,0,6,24,17,2,3,4,4,0,12,2,7,5,8,19,10,5,3,1,0,6,9,3,8,3,0,2,3,1,0,4,2,17,0,1,1,7,7,1,1,0,0,2,0,0,1,2,3,0,5,1,0,5,0,2,1,0,0,0,0,0,0,0,1,6,0,0
9,2020-04,1,33,11,15,6,3,19,8,5,3,5,4,0,6,4,9,12,2,10,12,12,3,2,0,5,6,2,6,3,0,3,7,2,0,2,2,9,1,0,4,5,3,5,1,0,0,2,1,0,0,0,1,1,0,1,2,6,1,2,0,0,0,1,1,0,1,1,1,16,0,0
10,2020-05,2,40,14,13,1,4,29,14,4,5,3,4,1,2,1,8,15,1,18,6,13,2,6,1,2,6,6,8,5,1,4,5,0,1,2,2,10,3,0,3,3,5,3,3,1,1,1,1,0,3,0,1,1,4,0,0,3,1,1,0,1,0,1,1,1,1,1,0,12,1,0
11,2020-06,2,48,11,28,0,6,41,16,1,3,3,2,2,5,3,8,16,8,29,16,15,11,2,0,14,16,16,8,0,0,4,4,1,1,1,4,20,1,1,4,4,6,4,4,2,1,4,2,0,5,0,4,0,9,2,1,2,4,4,1,0,0,2,3,1,1,1,2,0,0,0
12,2020-07,2,42,16,31,0,2,43,10,7,5,3,5,3,2,3,8,22,4,17,16,16,9,2,0,9,14,9,7,0,0,5,10,4,1,2,1,9,3,4,7,1,4,5,4,1,1,3,0,0,4,0,1,0,3,1,2,2,1,3,0,0,3,4,1,1,2,3,2,0,0,0
13,2020-08,5,53,14,19,5,5,50,14,6,2,2,3,3,15,3,6,19,8,30,19,19,18,4,0,13,15,16,9,7,0,3,7,1,0,5,6,34,4,4,9,2,5,2,2,0,0,1,1,1,4,1,3,0,5,2,0,14,2,5,0,1,2,4,4,2,3,1,3,11,1,0
14,2020-09,4,54,21,37,7,8,51,15,8,5,6,6,8,15,4,7,23,7,33,26,28,17,11,3,9,7,15,7,10,2,3,9,6,1,3,4,24,6,3,9,7,9,1,8,0,0,5,2,0,8,3,2,0,7,1,1,8,0,3,2,1,2,2,2,3,2,1,0,20,1,0
15,2020-10,4,39,16,30,8,10,50,15,7,8,9,4,7,15,4,10,18,12,37,32,23,14,7,1,13,9,18,11,11,0,2,9,3,2,9,5,26,2,1,5,3,5,2,0,1,3,2,1,0,4,4,8,1,3,0,4,12,3,3,0,3,2,4,2,2,2,1,0,30,0,0
16,2020-11,3,33,12,20,3,2,37,13,6,4,5,3,2,6,4,9,18,7,18,9,12,4,8,0,9,10,9,9,4,3,2,3,3,0,4,2,23,4,3,2,3,4,4,0,0,0,2,3,0,3,0,5,2,4,1,1,7,1,2,1,2,0,3,2,1,2,1,2,14,0,1
17,2020-12,0,31,10,17,7,4,23,12,2,3,0,3,3,3,2,9,14,0,16,24,14,8,2,0,5,8,7,3,9,0,4,3,2,1,2,0,15,1,2,4,2,3,3,5,0,0,1,0,1,1,4,3,0,2,1,0,0,2,0,0,1,2,0,2,0,0,0,2,14,0,0
18,2021-01,4,47,13,35,7,5,69,18,3,4,5,6,3,6,4,9,21,7,23,23,17,12,4,0,11,8,0,13,10,1,3,9,6,0,5,4,28,4,2,2,5,4,6,2,0,1,5,1,1,1,2,5,0,4,3,4,7,2,4,2,0,3,1,1,1,0,1,0,11,0,0
19,2021-02,6,50,16,26,9,5,38,17,5,3,5,8,3,10,3,6,30,5,28,19,15,12,11,0,12,11,6,15,7,0,1,7,2,1,7,4,30,3,7,1,2,9,3,3,0,0,7,3,0,1,1,3,0,7,2,0,11,1,3,1,1,2,5,0,2,0,0,3,20,0,0
20,2021-03,1,55,26,32,12,6,59,16,7,9,5,8,9,14,9,12,31,6,32,25,26,12,8,2,17,13,14,9,20,0,4,4,2,1,10,6,29,0,7,12,9,12,7,7,0,0,5,1,1,1,4,8,1,4,5,1,6,6,1,0,2,2,5,1,5,1,1,2,34,0,0
21,2021-04,5,54,18,33,5,12,41,17,2,3,9,4,6,13,6,6,21,8,36,10,16,7,4,2,9,14,11,15,20,1,5,9,3,1,4,2,32,5,4,6,6,9,5,5,1,1,4,2,4,1,3,1,1,5,1,2,4,1,1,0,2,1,2,2,6,1,0,1,12,0,0
22,2021-05,7,47,24,27,5,7,42,9,9,8,9,6,5,14,8,5,24,6,40,22,27,14,10,0,15,12,13,15,11,1,4,13,3,1,10,6,27,4,8,13,9,7,8,6,0,1,3,5,0,6,1,10,2,12,1,5,7,2,2,2,0,2,1,4,2,5,4,2,30,0,0
23,2021-06,6,60,20,44,5,8,46,11,9,4,5,9,7,16,9,12,23,6,34,27,23,14,3,0,13,13,5,10,20,1,11,10,5,1,7,5,30,6,10,10,3,9,9,4,1,2,4,0,0,1,6,9,1,7,2,8,11,7,1,0,4,1,1,2,3,0,0,0,27,0,0
24,2021-07,2,69,16,39,7,11,38,18,6,9,17,11,5,11,8,7,35,10,40,24,31,13,8,1,15,12,10,21,13,1,6,13,4,3,13,4,35,5,6,7,3,12,8,5,0,3,5,2,1,2,3,8,1,11,4,2,8,2,5,2,5,3,0,2,5,1,1,1,26,0,0
25,2021-08,2,27,17,15,6,1,30,7,3,2,5,4,6,16,1,7,15,4,32,23,13,11,7,0,11,11,6,5,7,1,1,11,0,0,5,4,16,0,4,1,3,6,2,2,0,1,1,0,1,1,0,6,0,8,0,4,6,2,1,0,0,1,0,1,1,2,1,1,19,0,0
26,2021-09,3,65,19,41,8,10,47,17,5,3,7,8,3,11,6,11,24,9,33,19,20,13,3,0,12,16,9,14,15,1,5,4,3,1,7,5,26,5,5,4,9,5,2,0,1,2,5,1,2,3,3,3,2,8,2,2,15,8,0,1,1,2,4,2,2,0,1,1,19,0,0
27,2021-10,6,39,17,35,7,6,47,12,5,6,6,6,2,5,2,9,16,6,28,18,24,13,5,1,13,7,10,9,9,0,4,5,2,2,8,3,16,3,2,5,6,10,5,5,1,1,2,3,0,4,4,8,0,10,1,2,7,4,3,0,0,3,3,1,2,1,0,1,16,0,0
28,2021-11,0,27,10,14,2,3,27,10,2,5,4,4,7,15,2,8,15,7,19,16,16,5,4,1,6,4,3,8,5,2,1,5,0,1,10,1,19,2,2,4,2,7,3,3,0,2,2,0,1,1,0,6,0,5,2,0,8,1,2,1,0,3,2,1,1,1,1,1,9,0,0
